student_id,province,district,school_name,period,attendance_rate,gpa,income_per_month,dropout_risk_flag,disability_flag,remote_area_flag,program_coverage_flag
STU-00043,Khon Kaen,Chum Phae,Plateau Learning Center,2026-07,80.7,2.29,8937,0,0,0,1
STU-00043,Khon Kaen,Chum Phae,Plateau Learning Center,2026-08,69.7,1.94,2520,1,0,0,1
STU-00044,Ubon Ratchathani,Mueang,Ubon Municipal School,2026-03,75.8,2.24,5426,0,0,0,0
STU-00044,Ubon Ratchathani,Mueang,Ubon Municipal School,2026-04,96.1,3.36,12047,0,0,0,0
STU-00044,Ubon Ratchathani,Mueang,Ubon Municipal School,2026-05,97.5,3.58,26229,0,0,0,0
STU-00044,Ubon Ratchathani,Mueang,Ubon Municipal School,2026-06,75.2,2.21,6337,0,0,0,1
STU-00044,Ubon Ratchathani,Mueang,Ubon Municipal School,2026-07,73.9,1.83,2225,0,0,0,1
STU-00044,Ubon Ratchathani,Mueang,Ubon Municipal School,2026-08,77.1,2.12,4092,0,0,1,0
STU-00045,Ubon Ratchathani,Khong Chiam,River Access Learning Center,2026-03,74.8,2.45,5394,0,0,0,1
STU-00045,Ubon Ratchathani,Khong Chiam,River Access Learning Center,2026-04,63.7,1.45,5733,1,0,0,1
STU-00045,Ubon Ratchathani,Khong Chiam,River Access Learning Center,2026-05,76.9,2.15,11755,0,0,0,1
STU-00045,Ubon Ratchathani,Khong Chiam,River Access Learning Center,2026-06,66.4,1.95,4056,0,0,0,0
STU-00045,Ubon Ratchathani,Khong Chiam,River Access Learning Center,2026-07,78.3,2.23,4478,0,0,0,1
STU-00045,Ubon Ratchathani,Khong Chiam,River Access Learning Center,2026-08,80.8,2.23,10996,0,0,0,1
STU-00046,Ubon Ratchathani,Mueang,Ubon Municipal School,2026-03,83.5,2.35,8141,0,0,1,1
STU-00046,Ubon Ratchathani,Mueang,Ubon Municipal School,2026-04,74.5,2.07,9232,0,0,1,0
STU-00046,Ubon Ratchathani,Mueang,Ubon Municipal School,2026-05,95.2,2.88,18273,0,0,1,1
STU-00046,Ubon Ratchathani,Mueang,Ubon Municipal School,2026-06,83.9,2.41,6815,0,0,1,0
STU-00046,Ubon Ratchathani,Mueang,Ubon Municipal School,2026-07,93.4,3.63,17347,0,0,1,1
STU-00046,Ubon Ratchathani,Mueang,Ubon Municipal School,2026-08,81.6,2.31,9299,0,0,1,1
STU-00047,Ubon Ratchathani,Mueang,Ubon Municipal School,2026-03,97.4,3.7,22082,0,1,1,1
STU-00047,Ubon Ratchathani,Mueang,Ubon Municipal School,2026-04,64.6,1.73,2703,1,1,1,0
STU-00047,Ubon Ratchathani,Mueang,Ubon Municipal School,2026-05,73.4,2.59,5711,0,1,1,0
STU-00047,Ubon Ratchathani,Mueang,Ubon Municipal School,2026-06,80.4,2.18,4167,0,1,1,1
STU-00047,Ubon Ratchathani,Mueang,Ubon Municipal School,2026-07,81.0,2.64,9360,0,1,1,1
STU-00047,Ubon Ratchathani,Mueang,Ubon Municipal School,2026-08,97.0,2.92,15415,0,1,1,0
STU-00048,Ubon Ratchathani,Mueang,Ubon Municipal School,2026-03,75.2,2.44,11524,0,0,0,1
STU-00048,Ubon Ratchathani,Mueang,Ubon Municipal School,2026-04,92.1,3.17,23893,0,0,0,1
STU-00048,Ubon Ratchathani,Mueang,Ubon Municipal School,2026-05,74.9,2.16,11141,0,0,0,0
STU-00048,Ubon Ratchathani,Mueang,Ubon Municipal School,2026-06,94.3,3.48,22945,0,0,0,1
STU-00048,Ubon Ratchathani,Mueang,Ubon Municipal School,2026-07,93.6,3.59,13539,0,0,0,1
STU-00048,Ubon Ratchathani,Mueang,Ubon Municipal School,2026-08,80.6,2.66,9055,0,0,0,0
STU-00049,Ubon Ratchathani,Nam Yuen,Nam Yuen Opportunity School,2026-03,80.1,2.56,11918,0,0,0,0
STU-00049,Ubon Ratchathani,Nam Yuen,Nam Yuen Opportunity School,2026-04,61.7,1.56,4027,1,0,0,1
STU-00049,Ubon Ratchathani,Nam Yuen,Nam Yuen Opportunity School,2026-05,78.3,2.1,9643,0,0,0,0
STU-00049,Ubon Ratchathani,Nam Yuen,Nam Yuen Opportunity School,2026-06,93.8,3.31,12882,0,0,1,0
STU-00049,Ubon Ratchathani,Nam Yuen,Nam Yuen Opportunity School,2026-07,96.9,2.92,16597,0,0,0,0
STU-00049,Ubon Ratchathani,Nam Yuen,Nam Yuen Opportunity School,2026-08,76.1,2.27,8734,0,0,0,1
STU-00050,Ubon Ratchathani,Khong Chiam,River Access Learning Center,2026-03,93.5,3.53,23393,0,0,1,1
STU-00050,Ubon Ratchathani,Khong Chiam,River Access Learning Center,2026-04,78.7,2.69,6442,0,0,1,1
STU-00050,Ubon Ratchathani,Khong Chiam,River Access Learning Center,2026-05,45.0,1.0,1000,0,0,1,0
STU-00050,Ubon Ratchathani,Khong Chiam,River Access Learning Center,2026-06,93.1,2.98,10509,0,0,1,1
STU-00050,Ubon Ratchathani,Khong Chiam,River Access Learning Center,2026-07,69.1,1.49,3594,0,0,1,1
STU-00050,Ubon Ratchathani,Khong Chiam,River Access Learning Center,2026-08,60.3,1.79,2814,0,0,1,1
STU-00051,Ubon Ratchathani,Khong Chiam,Mekong Border School,2026-03,95.7,2.86,25598,0,0,0,0
STU-00051,Ubon Ratchathani,Khong Chiam,Mekong Border School,2026-04,96.6,3.48,26309,0,0,0,0
STU-00051,Ubon Ratchathani,Khong Chiam,Mekong Border School,2026-05,76.8,2.64,9137,0,0,1,1
STU-00051,Ubon Ratchathani,Khong Chiam,Mekong Border School,2026-06,95.6,3.05,23621,0,0,0,0
STU-00051,Ubon Ratchathani,Khong Chiam,Mekong Border School,2026-07,78.7,2.68,8510,0,0,0,1
STU-00051,Ubon Ratchathani,Khong Chiam,Mekong Border School,2026-08,98.7,2.97,15413,0,0,0,1
STU-00052,Chonburi,Si Racha,Si Racha Learning Center,2026-03,64.0,1.87,6441,1,0,0,1
STU-00052,Chonburi,Si Racha,Si Racha Learning Center,2026-04,92.0,2.86,26598,0,0,0,0
STU-00052,Chonburi,Si Racha,Si Racha Learning Center,2026-05,84.9,2.73,8623,0,0,0,0
STU-00052,Chonburi,Si Racha,Si Racha Learning Center,2026-06,91.8,3.66,22385,0,0,0,1
STU-00052,Chonburi,Si Racha,Si Racha Learning Center,2026-07,96.9,3.24,24048,0,0,0,0
STU-00052,Chonburi,Si Racha,Si Racha Learning Center,2026-08,75.1,2.63,4229,0,0,0,1
STU-00053,Chonburi,Si Racha,Harbor Opportunity School,2026-03,93.9,3.3,19096,0,0,0,1
STU-00053,Chonburi,Si Racha,Harbor Opportunity School,2026-04,78.0,2.35,10085,0,0,0,0
STU-00053,Chonburi,Si Racha,Harbor Opportunity School,2026-05,85.7,2.28,11566,0,0,0,1
STU-00053,Chonburi,Si Racha,Harbor Opportunity School,2026-06,91.6,3.27,11919,0,0,0,0
STU-00053,Chonburi,Si Racha,Harbor Opportunity School,2026-07,94.6,3.4,19989,0,0,0,0
STU-00053,Chonburi,Si Racha,Harbor Opportunity School,2026-08,83.4,2.58,4415,0,0,0,0
STU-00054,Chonburi,Bang Lamung,Bang Lamung Municipal School,2026-03,73.0,1.99,4379,0,0,0,0
STU-00054,Chonburi,Bang Lamung,Bang Lamung Municipal School,2026-04,76.2,2.41,9745,0,0,0,1
STU-00054,Chonburi,Bang Lamung,Bang Lamung Municipal School,2026-05,78.2,2.62,7103,0,0,0,1
STU-00054,Chonburi,Bang Lamung,Bang Lamung Municipal School,2026-06,95.1,3.58,10956,0,0,0,1
STU-00054,Chonburi,Bang Lamung,Bang Lamung Municipal School,2026-07,45.1,1.03,2158,1,0,0,0
STU-00054,Chonburi,Bang Lamung,Bang Lamung Municipal School,2026-08,67.8,1.73,5728,0,0,0,1
STU-00055,Chonburi,Mueang,Chonburi City School,2026-03,85.8,2.27,6711,0,0,0,1
STU-00055,Chonburi,Mueang,Chonburi City School,2026-04,92.3,3.46,15279,0,0,0,1
STU-00055,Chonburi,Mueang,Chonburi City School,2026-05,83.4,2.11,7526,0,0,0,1
STU-00055,Chonburi,Mueang,Chonburi City School,2026-06,97.9,3.59,27329,0,0,0,0
STU-00055,Chonburi,Mueang,Chonburi City School,2026-07,79.2,2.66,9257,0,0,0,0
STU-00055,Chonburi,Mueang,Chonburi City School,2026-08,98.4,3.46,12178,0,0,0,1
STU-00056,Chonburi,Si Racha,Si Racha Learning Center,2026-03,96.9,3.56,18424,0,0,0,0
STU-00056,Chonburi,Si Racha,Si Racha Learning Center,2026-04,49.4,1.17,2785,0,0,0,1
STU-00056,Chonburi,Si Racha,Si Racha Learning Center,2026-05,71.7,1.82,4656,0,0,0,1
STU-00056,Chonburi,Si Racha,Si Racha Learning Center,2026-06,84.4,2.63,4700,0,0,0,1
STU-00056,Chonburi,Si Racha,Si Racha Learning Center,2026-07,91.4,3.32,11815,0,0,0,1
STU-00056,Chonburi,Si Racha,Si Racha Learning Center,2026-08,84.5,2.25,9229,0,0,0,1
STU-00057,Chonburi,Mueang,Coastal Demonstration School,2026-03,81.4,2.42,8388,0,0,0,1
STU-00057,Chonburi,Mueang,Coastal Demonstration School,2026-04,74.4,2.11,9669,0,0,0,1
STU-00057,Chonburi,Mueang,Coastal Demonstration School,2026-05,75.4,2.59,6635,0,0,0,0
STU-00057,Chonburi,Mueang,Coastal Demonstration School,2026-06,94.7,3.52,16414,0,0,0,1
STU-00057,Chonburi,Mueang,Coastal Demonstration School,2026-07,97.7,2.99,16235,0,0,0,1
STU-00057,Chonburi,Mueang,Coastal Demonstration School,2026-08,98.0,3.13,10625,0,0,0,1
STU-00058,Chonburi,Si Racha,Harbor Opportunity School,2026-03,94.0,3.17,15785,0,0,1,1
STU-00058,Chonburi,Si Racha,Harbor Opportunity School,2026-04,75.1,2.6,3987,0,0,1,0
STU-00058,Chonburi,Si Racha,Harbor Opportunity School,2026-05,58.7,1.77,2202,0,0,1,1
STU-00058,Chonburi,Si Racha,Harbor Opportunity School,2026-06,74.6,2.45,6930,0,0,1,1
STU-00058,Chonburi,Si Racha,Harbor Opportunity School,2026-07,80.5,2.3,7624,0,0,1,1
STU-00058,Chonburi,Si Racha,Harbor Opportunity School,2026-08,64.9,2.16,5343,0,0,1,0
STU-00059,Chonburi,Mueang,Coastal Demonstration School,2026-03,85.8,2.55,6424,0,0,0,1
STU-00059,Chonburi,Mueang,Coastal Demonstration School,2026-04,91.1,3.69,20392,0,0,0,1
STU-00059,Chonburi,Mueang,Coastal Demonstration School,2026-05,84.7,2.12,5469,0,0,0,1
STU-00059,Chonburi,Mueang,Coastal Demonstration School,2026-06,85.9,2.32,6285,0,0,0,0
STU-00059,Chonburi,Mueang,Coastal Demonstration School,2026-07,72.2,1.9,6242,0,0,0,0
STU-00059,Chonburi,Mueang,Coastal Demonstration School,2026-08,79.5,2.53,5726,0,0,0,1
STU-00060,Chonburi,Si Racha,Harbor Opportunity School,2026-03,78.4,2.34,9807,0,0,0,1
STU-00060,Chonburi,Si Racha,Harbor Opportunity School,2026-04,78.6,2.21,9918,0,0,0,1
STU-00060,Chonburi,Si Racha,Harbor Opportunity School,2026-05,93.5,3.0,18279,0,0,0,1
STU-00060,Chonburi,Si Racha,Harbor Opportunity School,2026-06,92.1,3.6,13936,0,0,0,1
STU-00060,Chonburi,Si Racha,Harbor Opportunity School,2026-07,97.7,3.23,14360,0,0,0,0
STU-00060,Chonburi,Si Racha,Harbor Opportunity School,2026-08,64.8,1.8,2572,1,0,0,1
STU-00061,Chonburi,Bang Lamung,Bang Lamung Municipal School,2026-03,92.5,3.2,20104,0,0,0,1
STU-00061,Chonburi,Bang Lamung,Bang Lamung Municipal School,2026-04,93.8,3.15,14997,0,0,0,1
STU-00061,Chonburi,Bang Lamung,Bang Lamung Municipal School,2026-05,75.5,2.39,10849,0,0,0,0
STU-00061,Chonburi,Bang Lamung,Bang Lamung Municipal School,2026-06,94.6,3.33,20144,0,0,0,1
STU-00061,Chonburi,Bang Lamung,Bang Lamung Municipal School,2026-07,75.4,2.17,7159,0,0,0,1
STU-00061,Chonburi,Bang Lamung,Bang Lamung Municipal School,2026-08,84.3,2.72,4247,0,0,0,1
STU-00062,Pattani,Mueang,Pattani Municipal School,2026-03,81.2,2.08,4286,0,0,0,0
STU-00062,Pattani,Mueang,Pattani Municipal School,2026-04,94.0,3.37,21235,0,0,0,1
STU-00062,Pattani,Mueang,Pattani Municipal School,2026-05,62.3,1.55,4609,1,0,0,0
STU-00062,Pattani,Mueang,Pattani Municipal School,2026-06,77.9,2.18,4269,0,0,0,0
STU-00062,Pattani,Mueang,Pattani Municipal School,2026-07,63.6,1.54,4361,0,0,0,1
STU-00062,Pattani,Mueang,Pattani Municipal School,2026-08,80.4,2.6,7422,0,0,0,0
STU-00063,Pattani,Yaring,Yaring Learning Center,2026-03,45.0,1.0,1261,1,0,0,0
STU-00063,Pattani,Yaring,Yaring Learning Center,2026-04,67.6,1.96,4447,1,0,0,1
STU-00063,Pattani,Yaring,Yaring Learning Center,2026-05,96.1,3.47,27732,0,0,0,0
STU-00063,Pattani,Yaring,Yaring Learning Center,2026-06,92.1,3.4,17808,0,0,0,1
STU-00063,Pattani,Yaring,Yaring Learning Center,2026-07,78.3,2.7,8611,0,0,0,1
STU-00063,Pattani,Yaring,Yaring Learning Center,2026-08,80.6,2.66,7443,0,0,0,0
STU-00064,Pattani,Mueang,Pattani Care Academy,2026-03,82.4,2.33,4729,1,0,0,1
STU-00064,Pattani,Mueang,Pattani Care Academy,2026-04,74.2,2.09,7587,1,0,0,0
STU-00064,Pattani,Mueang,Pattani Care Academy,2026-05,95.8,3.47,21472,1,0,0,0
STU-00064,Pattani,Mueang,Pattani Care Academy,2026-06,79.9,2.66,8369,1,0,0,1
STU-00064,Pattani,Mueang,Pattani Care Academy,2026-07,80.8,2.0,10690,1,0,0,0
STU-00064,Pattani,Mueang,Pattani Care Academy,2026-08,76.9,2.34,10631,1,0,1,0
STU-00065,Pattani,Yaring,Southern Bridge School,2026-03,45.0,1.07,1025,0,0,0,1
STU-00065,Pattani,Yaring,Southern Bridge School,2026-04,70.7,1.54,5755,0,0,0,1
STU-00065,Pattani,Yaring,Southern Bridge School,2026-05,66.5,1.79,2785,1,0,0,0
STU-00065,Pattani,Yaring,Southern Bridge School,2026-06,79.5,2.65,7195,0,0,0,0
STU-00065,Pattani,Yaring,Southern Bridge School,2026-07,69.9,1.54,2794,0,0,0,1
STU-00065,Pattani,Yaring,Southern Bridge School,2026-08,85.2,2.78,4779,0,0,0,1
STU-00066,Pattani,Mueang,Pattani Care Academy,2026-03,84.1,2.39,7316,1,0,0,1
STU-00066,Pattani,Mueang,Pattani Care Academy,2026-04,68.8,1.87,1931,1,0,1,0
STU-00066,Pattani,Mueang,Pattani Care Academy,2026-05,62.4,1.58,3398,1,0,0,0
STU-00066,Pattani,Mueang,Pattani Care Academy,2026-06,74.9,2.5,5318,1,0,0,0
STU-00066,Pattani,Mueang,Pattani Care Academy,2026-07,79.4,2.25,5189,1,0,0,0
STU-00066,Pattani,Mueang,Pattani Care Academy,2026-08,88.3,2.98,17624,1,0,0,1
STU-00067,Pattani,Mueang,Pattani Municipal School,2026-03,81.1,2.08,7325,0,0,0,0
STU-00067,Pattani,Mueang,Pattani Municipal School,2026-04,98.8,3.18,23186,0,0,0,0
STU-00067,Pattani,Mueang,Pattani Municipal School,2026-05,75.4,2.1,10631,0,0,0,1
STU-00067,Pattani,Mueang,Pattani Municipal School,2026-06,45.0,1.17,1166,0,0,0,0
STU-00067,Pattani,Mueang,Pattani Municipal School,2026-07,66.3,1.52,3978,1,0,0,0
STU-00067,Pattani,Mueang,Pattani Municipal School,2026-08,74.7,1.53,5742,0,0,0,0
STU-00068,Pattani,Mueang,Pattani Municipal School,2026-03,77.4,2.35,8116,1,0,0,0
STU-00068,Pattani,Mueang,Pattani Municipal School,2026-04,70.0,1.96,5081,1,0,0,0
STU-00068,Pattani,Mueang,Pattani Municipal School,2026-05,79.1,2.4,5754,1,0,0,0
STU-00068,Pattani,Mueang,Pattani Municipal School,2026-06,95.3,2.79,18470,1,0,0,0
STU-00068,Pattani,Mueang,Pattani Municipal School,2026-07,74.6,2.18,6703,1,0,0,0
STU-00068,Pattani,Mueang,Pattani Municipal School,2026-08,92.8,3.24,11281,1,0,1,1
STU-00069,Pattani,Sai Buri,Coastal Care School,2026-03,78.5,2.36,5476,1,0,0,1
STU-00069,Pattani,Sai Buri,Coastal Care School,2026-04,89.7,2.77,25338,1,0,0,0
STU-00069,Pattani,Sai Buri,Coastal Care School,2026-05,79.9,2.45,11326,1,0,0,0
STU-00069,Pattani,Sai Buri,Coastal Care School,2026-06,82.6,1.93,11192,1,0,0,1
STU-00069,Pattani,Sai Buri,Coastal Care School,2026-07,60.5,1.78,5440,1,0,0,0
STU-00069,Pattani,Sai Buri,Coastal Care School,2026-08,82.1,2.49,7277,1,0,0,0
STU-00070,Pattani,Mueang,Pattani Municipal School,2026-03,86.9,3.51,14019,1,0,0,0
STU-00070,Pattani,Mueang,Pattani Municipal School,2026-04,76.4,2.29,4799,1,0,0,0
STU-00070,Pattani,Mueang,Pattani Municipal School,2026-05,62.6,1.97,2456,1,0,0,0
STU-00070,Pattani,Mueang,Pattani Municipal School,2026-06,69.4,1.42,2257,1,0,0,0
STU-00070,Pattani,Mueang,Pattani Municipal School,2026-07,79.3,2.62,4482,1,0,0,1
STU-00070,Pattani,Mueang,Pattani Municipal School,2026-08,60.6,1.46,6431,1,0,0,0
STU-00071,Pattani,Sai Buri,Sai Buri Recovery School,2026-03,51.2,1.1,1330,1,0,0,0
STU-00071,Pattani,Sai Buri,Sai Buri Recovery School,2026-04,52.2,1.23,2719,0,0,0,0
STU-00071,Pattani,Sai Buri,Sai Buri Recovery School,2026-05,73.2,2.04,2693,1,0,0,0
STU-00071,Pattani,Sai Buri,Sai Buri Recovery School,2026-06,83.0,2.18,10341,0,0,0,0
STU-00071,Pattani,Sai Buri,Sai Buri Recovery School,2026-07,64.8,1.57,6461,1,0,0,1
STU-00071,Pattani,Sai Buri,Sai Buri Recovery School,2026-08,64.1,1.72,2472,0,0,0,0
STU-00072,Songkhla,Saba Yoi,Saba Yoi Care School,2026-03,76.3,2.68,5736,1,0,0,1
STU-00072,Songkhla,Saba Yoi,Saba Yoi Care School,2026-04,81.2,2.41,4354,1,0,0,1
STU-00072,Songkhla,Saba Yoi,Saba Yoi Care School,2026-05,91.3,2.96,16729,1,0,0,1
STU-00072,Songkhla,Saba Yoi,Saba Yoi Care School,2026-06,74.8,2.36,4530,1,0,0,0
STU-00072,Songkhla,Saba Yoi,Saba Yoi Care School,2026-07,46.6,1.21,1034,1,0,0,0
STU-00072,Songkhla,Saba Yoi,Saba Yoi Care School,2026-08,65.8,1.35,2503,1,0,0,0
STU-00073,Songkhla,Saba Yoi,Southern Access School,2026-03,61.9,1.51,4144,1,0,0,0
STU-00073,Songkhla,Saba Yoi,Southern Access School,2026-04,82.9,2.52,9475,1,0,0,1
STU-00073,Songkhla,Saba Yoi,Southern Access School,2026-05,64.5,1.8,2098,1,0,1,0
STU-00073,Songkhla,Saba Yoi,Southern Access School,2026-06,74.5,1.92,7718,1,0,0,1
STU-00073,Songkhla,Saba Yoi,Southern Access School,2026-07,72.6,1.52,6262,1,0,0,0
STU-00073,Songkhla,Saba Yoi,Southern Access School,2026-08,73.9,2.29,5393,1,0,0,1
STU-00074,Songkhla,Hat Yai,Songkhla Demonstration School,2026-03,76.5,2.09,5690,0,0,0,1
STU-00074,Songkhla,Hat Yai,Songkhla Demonstration School,2026-04,95.3,3.66,10663,0,0,0,1
STU-00074,Songkhla,Hat Yai,Songkhla Demonstration School,2026-05,84.5,2.36,4921,0,0,0,0
STU-00074,Songkhla,Hat Yai,Songkhla Demonstration School,2026-06,71.2,1.49,2381,0,0,0,1
STU-00074,Songkhla,Hat Yai,Songkhla Demonstration School,2026-07,51.5,1.23,1856,0,0,0,1
STU-00074,Songkhla,Hat Yai,Songkhla Demonstration School,2026-08,48.0,1.04,1553,0,0,0,0
STU-00075,Songkhla,Saba Yoi,Southern Access School,2026-03,68.2,1.96,3843,0,0,0,0
STU-00075,Songkhla,Saba Yoi,Southern Access School,2026-04,81.0,2.35,5854,0,0,0,0
STU-00075,Songkhla,Saba Yoi,Southern Access School,2026-05,92.4,3.73,27298,0,0,1,1
STU-00075,Songkhla,Saba Yoi,Southern Access School,2026-06,92.8,3.41,17878,0,0,0,0
STU-00075,Songkhla,Saba Yoi,Southern Access School,2026-07,83.1,2.56,8376,0,0,0,0
STU-00075,Songkhla,Saba Yoi,Southern Access School,2026-08,62.1,1.65,4335,1,0,0,1
STU-00076,Songkhla,Saba Yoi,Saba Yoi Care School,2026-03,68.5,1.86,3965,1,0,0,0
STU-00076,Songkhla,Saba Yoi,Saba Yoi Care School,2026-04,82.9,2.7,4776,0,0,0,0
STU-00076,Songkhla,Saba Yoi,Saba Yoi Care School,2026-05,70.4,1.53,2876,0,0,0,0
STU-00076,Songkhla,Saba Yoi,Saba Yoi Care School,2026-06,77.4,2.07,7188,0,0,0,0
STU-00076,Songkhla,Saba Yoi,Saba Yoi Care School,2026-07,84.0,2.22,9283,0,0,0,1
STU-00076,Songkhla,Saba Yoi,Saba Yoi Care School,2026-08,92.4,3.17,16098,0,0,0,0
STU-00077,Songkhla,Hat Yai,Songkhla Demonstration School,2026-03,65.5,1.73,5679,1,0,0,1
STU-00077,Songkhla,Hat Yai,Songkhla Demonstration School,2026-04,82.2,2.51,6485,1,0,0,0
STU-00077,Songkhla,Hat Yai,Songkhla Demonstration School,2026-05,75.2,2.56,9974,1,0,0,1
STU-00077,Songkhla,Hat Yai,Songkhla Demonstration School,2026-06,46.8,1.0,1348,1,0,0,0
STU-00077,Songkhla,Hat Yai,Songkhla Demonstration School,2026-07,61.4,2.06,5144,1,0,0,0
STU-00077,Songkhla,Hat Yai,Songkhla Demonstration School,2026-08,94.0,2.97,23700,1,0,0,1
STU-00078,Songkhla,Hat Yai,Songkhla Demonstration School,2026-03,89.4,3.73,19284,0,1,1,1
STU-00078,Songkhla,Hat Yai,Songkhla Demonstration School,2026-04,82.2,2.47,8830,0,1,1,1
STU-00078,Songkhla,Hat Yai,Songkhla Demonstration School,2026-05,90.5,3.2,20244,0,1,1,0
STU-00078,Songkhla,Hat Yai,Songkhla Demonstration School,2026-06,76.1,2.61,9678,0,1,1,0
STU-00078,Songkhla,Hat Yai,Songkhla Demonstration School,2026-07,58.7,1.54,2256,1,1,1,1
STU-00078,Songkhla,Hat Yai,Songkhla Demonstration School,2026-08,77.0,2.57,8734,0,1,1,0
STU-00079,Songkhla,Saba Yoi,Southern Access School,2026-03,49.7,1.0,1940,1,1,0,0
STU-00079,Songkhla,Saba Yoi,Southern Access School,2026-04,68.9,1.87,5630,1,1,0,1
STU-00079,Songkhla,Saba Yoi,Southern Access School,2026-05,70.0,1.83,4647,1,1,0,0
STU-00079,Songkhla,Saba Yoi,Southern Access School,2026-06,74.5,2.44,5472,1,1,0,0
STU-00079,Songkhla,Saba Yoi,Southern Access School,2026-07,65.6,1.98,4569,1,1,0,0
STU-00079,Songkhla,Saba Yoi,Southern Access School,2026-08,59.8,2.0,4888,1,1,0,0
STU-00080,Songkhla,Hat Yai,Hat Yai Equity School,2026-03,94.0,3.61,19874,0,0,0,0
STU-00080,Songkhla,Hat Yai,Hat Yai Equity School,2026-04,45.0,1.2,2791,0,0,0,1
STU-00080,Songkhla,Hat Yai,Hat Yai Equity School,2026-05,98.2,3.1,20262,0,0,0,0
STU-00080,Songkhla,Hat Yai,Hat Yai Equity School,2026-06,84.5,2.49,10959,0,0,0,0
STU-00080,Songkhla,Hat Yai,Hat Yai Equity School,2026-07,93.9,3.7,16459,0,0,0,1
STU-00080,Songkhla,Hat Yai,Hat Yai Equity School,2026-08,93.3,3.72,12851,0,0,0,1
STU-00081,Tak,Mae Sot,Mae Sot Bridge School,2026-03,82.3,2.35,9162,0,0,0,0
STU-00081,Tak,Mae Sot,Mae Sot Bridge School,2026-04,81.3,2.69,5461,0,0,0,1
STU-00081,Tak,Mae Sot,Mae Sot Bridge School,2026-05,70.0,1.67,4380,0,0,1,0
STU-00081,Tak,Mae Sot,Mae Sot Bridge School,2026-06,75.9,2.34,4235,0,0,0,1
STU-00081,Tak,Mae Sot,Mae Sot Bridge School,2026-07,70.9,1.59,1656,0,0,1,0
STU-00081,Tak,Mae Sot,Mae Sot Bridge School,2026-08,81.2,2.16,9163,0,0,1,1
STU-00082,Tak,Tha Song Yang,Salween Care School,2026-03,46.0,1.14,1517,0,0,0,0
STU-00082,Tak,Tha Song Yang,Salween Care School,2026-04,73.4,1.56,5834,1,0,0,1
STU-00082,Tak,Tha Song Yang,Salween Care School,2026-05,75.5,1.59,6205,0,0,0,0
STU-00082,Tak,Tha Song Yang,Salween Care School,2026-06,75.8,2.19,7011,0,0,1,0
STU-00082,Tak,Tha Song Yang,Salween Care School,2026-07,86.2,2.39,9513,0,0,0,0
STU-00082,Tak,Tha Song Yang,Salween Care School,2026-08,65.9,2.05,5450,0,0,0,1
STU-00083,Tak,Umphang,Umphang Highland Academy,2026-03,48.7,1.1,1384,1,0,1,0
STU-00083,Tak,Umphang,Umphang Highland Academy,2026-04,61.7,1.74,5553,1,0,1,0
STU-00083,Tak,Umphang,Umphang Highland Academy,2026-05,75.3,2.05,9814,1,0,1,0
STU-00083,Tak,Umphang,Umphang Highland Academy,2026-06,85.6,2.98,11716,1,0,1,1
STU-00083,Tak,Umphang,Umphang Highland Academy,2026-07,72.1,2.5,5959,1,0,1,1
STU-00083,Tak,Umphang,Umphang Highland Academy,2026-08,45.0,1.21,1000,1,0,1,0
STU-00084,Tak,Mae Sot,Border Learning Center,2026-03,90.9,3.07,11187,1,0,1,0
STU-00084,Tak,Mae Sot,Border Learning Center,2026-04,91.6,2.96,14630,1,0,1,0
STU-00084,Tak,Mae Sot,Border Learning Center,2026-05,90.2,3.12,26289,1,0,1,1
STU-00084,Tak,Mae Sot,Border Learning Center,2026-06,76.5,2.48,6983,1,0,1,0
STU-00084,Tak,Mae Sot,Border Learning Center,2026-07,87.5,3.04,26258,1,0,1,1
STU-00084,Tak,Mae Sot,Border Learning Center,2026-08,80.7,2.35,8982,1,0,1,1
STU-00085,Tak,Umphang,Mountain Access School,2026-03,88.6,2.91,25715,1,0,1,0
STU-00085,Tak,Umphang,Mountain Access School,2026-04,70.4,2.62,3597,1,0,1,1
STU-00085,Tak,Umphang,Mountain Access School,2026-05,83.2,2.27,8885,1,0,0,1
STU-00085,Tak,Umphang,Mountain Access School,2026-06,87.4,3.04,22470,1,0,1,0
STU-00085,Tak,Umphang,Mountain Access School,2026-07,79.5,2.5,10575,1,0,0,0
STU-00085,Tak,Umphang,Mountain Access School,2026-08,59.1,1.75,3824,1,0,1,0
STU-00086,Tak,Tha Song Yang,Northern Border School,2026-03,76.3,2.59,6882,0,0,1,0
STU-00086,Tak,Tha Song Yang,Northern Border School,2026-04,88.5,3.71,12846,0,0,1,1
STU-00086,Tak,Tha Song Yang,Northern Border School,2026-05,46.0,1.19,1000,1,0,1,0
STU-00086,Tak,Tha Song Yang,Northern Border School,2026-06,73.2,1.56,4809,0,0,1,0
STU-00086,Tak,Tha Song Yang,Northern Border School,2026-07,82.5,2.41,6677,0,0,1,0
STU-00086,Tak,Tha Song Yang,Northern Border School,2026-08,95.3,2.97,26448,0,0,1,0
STU-00087,Tak,Mae Sot,Border Learning Center,2026-03,81.2,2.48,9513,0,0,1,0
STU-00087,Tak,Mae Sot,Border Learning Center,2026-04,62.4,1.64,5764,0,0,1,0
STU-00087,Tak,Mae Sot,Border Learning Center,2026-05,79.9,2.46,4245,0,0,1,0
